Open,High,Low,Close,Adj Close,Volume
154.216064453125,156.12811279296875,153.91969299316406,154.93307495117188,109.47704315185547,5779673
154.17782592773438,154.17782592773438,152.18930053710938,152.49522399902344,107.75442504882812,5104898
152.64817810058594,152.92543029785156,148.34608459472656,149.2064971923828,105.43058776855469,6429448
150.28680419921875,150.28680419921875,147.25621032714844,148.23135375976562,104.74153137207031,4918083
149.3690185546875,152.04588317871094,148.70936584472656,151.45315551757812,107.01811218261719,4431693
151.45315551757812,153.28871154785156,150.33460998535156,152.11280822753906,107.48420715332031,4694762
152.0076446533203,152.2466583251953,148.91014099121094,149.5602264404297,105.6805191040039,4380230
150.3441619873047,152.93499755859375,148.83364868164062,149.91395568847656,105.93050384521484,4578865
148.04971313476562,149.6080322265625,146.97897338867188,148.94837951660156,105.24819946289062,4906054
149.7992401123047,150.06692504882812,147.3804931640625,147.7724609375,104.41726684570312,4443826
147.05545043945312,150.69789123535156,147.05545043945312,150.2294464111328,106.15340423583984,6020776
149.8087921142578,150.4110870361328,147.25621032714844,150.0478057861328,106.02507781982422,8778869
146.30018615722656,147.70555114746094,144.4263916015625,145.4015350341797,102.74195861816406,12444367
145.2581329345703,148.87188720703125,145.08604431152344,148.55641174316406,104.97123718261719,6401625
148.2122344970703,150.66921997070312,148.07839965820312,149.01528930664062,105.29550170898438,5057201
151.30018615722656,152.44741821289062,148.91969299316406,149.48374938964844,105.6264877319336,8250953
148.12619018554688,148.26959228515625,145.87954711914062,146.91204833984375,103.8093032836914,5919942
147.2275390625,147.73422241210938,144.88528442382812,144.88528442382812,102.37716674804688,4702711
144.72274780273438,148.73805236816406,142.94454956054688,148.64244079589844,105.0320053100586,8703557
147.14149475097656,148.41299438476562,146.30975341796875,146.56787109375,103.56610107421875,6865526
147.2275390625,147.85850524902344,144.84703063964844,147.85850524902344,104.47806549072266,4928961
147.94454956054688,151.625244140625,147.94454956054688,151.50096130371094,107.0518798828125,5794212
150.29637145996094,151.73040771484375,149.8087921142578,150.05735778808594,106.03182983398438,3847711
150.3728485107422,151.6156768798828,150.23899841308594,150.965576171875,106.67357635498047,5495266
150.420654296875,151.12811279296875,149.35946655273438,149.82791137695312,106.61233520507812,3406299
149.1395721435547,150.5736083984375,148.5659637451172,148.90057373046875,105.95246124267578,3198354
149.84703063964844,151.58700561523438,148.26004028320312,151.58700561523438,107.86402893066406,4644868
150.82217407226562,152.09368896484375,150.2581329345703,151.24282836914062,107.61914825439453,3793528
151.73995971679688,152.48565673828125,151.13766479492188,151.5487518310547,107.83682250976562,3486423
151.7973175048828,153.72848510742188,151.66348266601562,153.34608459472656,109.11576843261719,3877417
152.72467041015625,154.31166076660156,152.70555114746094,153.88145446777344,109.49669647216797,3027647
154.7418670654297,155.32504272460938,153.57553100585938,155.05735778808594,110.33341979980469,4558886
154.92352294921875,157.25621032714844,154.34034729003906,156.68260192871094,111.48991394042969,3665602
156.44358825683594,157.11280822753906,154.96176147460938,156.45315551757812,111.32664489746094,3507238
157.0076446533203,157.170166015625,155.35372924804688,155.74569702148438,110.82320404052734,2839262
155.3441619873047,157.73422241210938,154.4072723388672,157.58126831054688,112.1293716430664,4917874
157.68641662597656,157.70555114746094,155.43020629882812,155.6501007080078,110.75521087646484,4188812
156.53919982910156,156.92160034179688,152.74378967285156,153.79541015625,109.43546295166016,7437897
153.79541015625,155.15296936035156,153.11663818359375,154.818359375,110.16338348388672,4612860
154.818359375,154.818359375,152.7820281982422,153.4225616455078,109.17012786865234,6190123
153.2218017578125,154.63670349121094,152.9636688232422,153.94837951660156,109.54431915283203,3383182
153.47991943359375,153.49903869628906,151.73995971679688,152.4091796875,108.44906616210938,3800746
152.829833984375,154.397705078125,152.67686462402344,154.09178161621094,109.64634704589844,3966118
153.1453094482422,154.34034729003906,151.10899353027344,151.52963256835938,107.82322692871094,4749049
151.24282836914062,154.06309509277344,151.24282836914062,153.69981384277344,109.36746978759766,5432819
152.58126831054688,153.18356323242188,150.86997985839844,150.86997985839844,107.35382843017578,4812646
151.5965576171875,152.14149475097656,149.08221435546875,149.90440368652344,106.66676330566406,5972555
149.397705078125,151.73995971679688,149.397705078125,151.03250122070312,107.46947479248047,4777396
150.53536987304688,150.5927276611328,146.65391540527344,147.49522399902344,104.95246887207031,6343049
148.23135375976562,150.181640625,147.9923553466797,150.17208862304688,106.85725402832031,3922082
149.33078002929688,150.3728485107422,148.53729248046875,150.05735778808594,106.7756118774414,3464038
149.9521942138672,153.6328887939453,148.94837951660156,152.7820281982422,108.71440124511719,6002785
152.67686462402344,153.8432159423828,151.8260040283203,152.7820281982422,108.71440124511719,4057016
153.87188720703125,155.8317413330078,153.29827880859375,155.71701049804688,110.80281066894531,9420694
155.6118621826172,158.07839965820312,155.5736083984375,157.3900604248047,111.99331665039062,6202885
157.5430145263672,157.6386260986328,155.73614501953125,155.8317413330078,110.88445281982422,4546021
155.90821838378906,155.90821838378906,152.1988525390625,152.1988525390625,108.29942321777344,5678629
152.26577758789062,154.15870666503906,151.92160034179688,153.52772521972656,109.2449722290039,4598216
153.71893310546875,153.8240966796875,152.2275390625,153.34608459472656,109.11576843261719,3637883
154.216064453125,156.4053497314453,154.15870666503906,155.51625061035156,110.65997314453125,4328348
153.9961700439453,155.1912078857422,153.34608459472656,153.44168090820312,109.18375396728516,4451148
153.18356323242188,153.55641174316406,151.42446899414062,152.1797332763672,108.28580474853516,3871037
152.50477600097656,155.3919677734375,151.90248107910156,153.3938751220703,109.14974975585938,4886494
152.66729736328125,155.64053344726562,151.72084045410156,154.91395568847656,110.23143005371094,3625122
154.5602264404297,156.63479614257812,154.51242065429688,154.94264221191406,110.25177001953125,3292808
154.6080322265625,156.35755920410156,153.92926025390625,154.73231506347656,110.10211944580078,2640418
154.5889129638672,155.32504272460938,153.65200805664062,155.2007598876953,110.43546295166016,2367621
155.2007598876953,156.14723205566406,154.15870666503906,155.69789123535156,110.7892074584961,2631422
155.2294464111328,156.7877655029297,155.21987915039062,155.23899841308594,110.4626693725586,4046869
155.27725219726562,155.5831756591797,153.71893310546875,155.1625213623047,110.40824890136719,2844388
155.47801208496094,157.70555114746094,155.35372924804688,156.91204833984375,111.65312957763672,3659745
156.12811279296875,156.76864624023438,155.3919677734375,155.95602416992188,110.97289276123047,3281197
154.63670349121094,154.7418670654297,152.9923553466797,153.6042022705078,109.29940032958984,4512862
154.9713134765625,159.31166076660156,154.78012084960938,158.85276794433594,113.03413391113281,10051223
158.7667236328125,160.0191192626953,156.8355712890625,157.0363311767578,111.74159240722656,10129046
157.16061401367188,158.69981384277344,155.72657775878906,158.08795166015625,112.48989868164062,4209941
157.9636688232422,164.3498992919922,157.87762451171875,162.7533416748047,115.80963134765625,8614438
162.74378967285156,163.33651733398438,161.31930541992188,162.31358337402344,115.4967041015625,4067266
163.374755859375,163.94837951660156,162.81069946289062,163.2218017578125,116.14298248291016,3314356
163.31739807128906,167.0076446533203,162.5430145263672,166.27151489257812,118.31300354003906,6084268
165.77438354492188,167.4282989501953,165.2007598876953,166.73040771484375,118.63956451416016,4726246
166.12811279296875,166.6156768798828,162.81069946289062,163.75717163085938,116.52392578125,5295793
165.5831756591797,166.34799194335938,164.8374786376953,166.03250122070312,118.1429443359375,3464457
166.7973175048828,168.54684448242188,166.06118774414062,166.31930541992188,118.34700775146484,4213288
165.87954711914062,166.56787109375,164.397705078125,165.46844482421875,117.74161529541016,3758906
165.29637145996094,166.3957977294922,161.4340362548828,162.5717010498047,116.55583953857422,3778780
162.170166015625,164.4168243408203,161.6061248779297,163.47036743164062,117.20013427734375,2585712
165.33460998535156,165.70745849609375,164.66539001464844,165.08604431152344,118.35844421386719,3234860
165.05735778808594,165.38241577148438,163.34608459472656,163.5946502685547,117.28923034667969,2783406
163.04971313476562,163.94837951660156,161.4149169921875,163.04971313476562,116.89850616455078,3098670
163.70936584472656,165.14340209960938,163.2409210205078,164.70362854003906,118.08431243896484,2570545
165.86997985839844,166.73040771484375,165.602294921875,166.3957977294922,119.2975082397461,2551299
166.26194763183594,166.73995971679688,165.0095672607422,165.64053344726562,118.75599670410156,3050764
165.8126220703125,165.8604278564453,164.72274780273438,165.44932556152344,118.61891174316406,2061248
165.36329650878906,166.10899353027344,164.3690185546875,165.85086059570312,118.90679931640625,2639058
165.70745849609375,166.76864624023438,164.87571716308594,166.11854553222656,119.09873962402344,2406114
165.69789123535156,166.48184204101562,165.43020629882812,165.71701049804688,118.81085205078125,2401198
165.43020629882812,165.7648162841797,164.61758422851562,164.64627075195312,118.04317474365234,2980786
164.54110717773438,164.55067443847656,161.69215393066406,162.64817810058594,116.61066436767578,4031493
163.6328887939453,164.89483642578125,162.9923553466797,164.43594360351562,117.89242553710938,2891562
163.91014099121094,164.28298950195312,163.15487670898438,164.15870666503906,117.69366455078125,1811044
163.8145294189453,163.8145294189453,162.18930053710938,162.18930053710938,116.28164672851562,4280232
162.72467041015625,163.51815795898438,161.5965576171875,162.69598388671875,116.64492797851562,3122833
162.1988525390625,162.95411682128906,161.02294921875,162.18930053710938,116.28164672851562,2689684
163.0019073486328,164.01528930664062,162.170166015625,162.44741821289062,116.4666976928711,2229026
162.07456970214844,163.09751892089844,160.54493713378906,160.9751434326172,115.41119384765625,3220948
160.85086059570312,161.48184204101562,159.84703063964844,160.03823852539062,114.73947143554688,3243123
159.818359375,159.92352294921875,157.76290893554688,158.06883239746094,113.32750701904297,3931600
158.06883239746094,158.71893310546875,156.1854705810547,158.3938751220703,113.56051635742188,3552111
159.1682586669922,161.9407196044922,158.75717163085938,161.49139404296875,115.78128814697266,4895803
161.81643676757812,162.94454956054688,161.12811279296875,161.35755920410156,115.68535614013672,3623344
160.8317413330078,160.89866638183594,159.35946655273438,159.64627075195312,114.45841979980469,3206095
159.64627075195312,159.64627075195312,157.02676391601562,158.94837951660156,113.95807647705078,4441002
159.01528930664062,160.03823852539062,158.61376953125,159.50286865234375,114.3556137084961,3399291
159.6558380126953,160.46844482421875,158.79541015625,159.818359375,114.58183288574219,2994698
159.70362854003906,161.30018615722656,159.70362854003906,160.85086059570312,115.32206726074219,3484121
160.24856567382812,161.0133819580078,159.43594360351562,159.64627075195312,114.45841979980469,7399404
160.27725219726562,160.93690490722656,159.84703063964844,160.35372924804688,114.96562957763672,2443247
